fecha,ticker,cierre
2022-01-20,ICLN,17.866650
2022-01-20,IEMG,53.680603
2022-01-20,IEUR,49.341785
2022-01-20,IJH,49.280556
2022-01-20,ILF,18.701532
2022-01-20,ITA,100.440643
2022-01-20,IVE,141.386917
2022-01-20,IVV,421.134369
2022-01-20,IVW,73.397293
2022-01-20,IWM,189.782974
2022-01-20,JPMB,35.459190
2022-01-20,MERVAL,390.737171
2022-01-20,MUB,100.761627
2022-01-20,PSQ,49.421227
2022-01-20,QQQ,351.883392
2022-01-20,RSP,143.892517
2022-01-20,SH,48.527225
2022-01-20,SLV,22.620001
2022-01-20,SMH,134.784470
2022-01-20,SPHQ,47.307243
2022-01-20,SPXL,114.519547
2022-01-20,SPY,420.355621
2022-01-20,TQQQ,29.483809
2022-01-20,URA,19.223455
2022-01-20,USO,60.660000
2022-01-20,VEA,43.772663
2022-01-20,VIG,148.528702
2022-01-20,VXX,339.839996
2022-01-20,XLB,39.377155
2022-01-20,XLC,71.270126
2022-01-20,XLE,27.226414
2022-01-20,XLF,36.088863
2022-01-20,XLI,95.374466
2022-01-20,XLK,76.106651
2022-01-20,XLP,67.384613
2022-01-20,XLRE,40.258587
2022-01-20,XLU,30.127375
2022-01-20,XLV,121.500778
2022-01-20,XLY,89.453125
2022-01-20,XME,42.708630
2022-01-21,ACWI,92.180443
2022-01-21,ARKK,70.928467
2022-01-21,CIBR,45.731068
2022-01-21,COPX,35.226624
2022-01-21,DIA,316.208893
2022-01-21,EEM,44.213745
2022-01-21,EFA,66.487785
2022-01-21,ESGU,93.130272
2022-01-21,EWJ,58.303978
2022-01-21,EWY,68.539642
2022-01-21,EWZ,21.790823
2022-01-21,FXI,34.395721
2022-01-21,GDX,30.046906
2022-01-21,GLD,171.089996
2022-01-21,IBB,127.111908
2022-01-21,ICLN,17.226536
2022-01-21,IEMG,52.867119
2022-01-21,IEUR,48.582012
2022-01-21,IJH,48.437027
2022-01-21,ILF,18.567093
2022-01-21,ITA,98.522636
2022-01-21,IVE,139.484451
2022-01-21,IVV,412.931671
2022-01-21,IVW,71.515076
2022-01-21,IWM,186.228378
2022-01-21,JPMB,35.559875
2022-01-21,MERVAL,382.154282
2022-01-21,MUB,100.603775
2022-01-21,PSQ,50.795193
2022-01-21,QQQ,342.126221
2022-01-21,RSP,141.790054
2022-01-21,SH,49.433331
2022-01-21,SLV,22.379999
2022-01-21,SMH,132.540909
2022-01-21,SPHQ,46.406330
2022-01-21,SPXL,107.707169
2022-01-21,SPY,412.103699
2022-01-21,TQQQ,27.001408
2022-01-21,URA,18.024706
2022-01-21,USO,60.779999
2022-01-21,VEA,43.170403
2022-01-21,VIG,147.010651
2022-01-21,VXX,371.200012
2022-01-21,XLB,38.417187
2022-01-21,XLC,68.857895
2022-01-21,XLE,26.687956
2022-01-21,XLF,35.348579
2022-01-21,XLI,94.496727
2022-01-21,XLK,74.593796
2022-01-21,XLP,67.437881
2022-01-21,XLRE,40.232845
2022-01-21,XLU,30.070583
2022-01-21,XLV,120.274551
2022-01-21,XLY,86.830223
2022-01-21,XME,40.568401
2022-01-24,ACWI,92.032249
2022-01-24,ARKK,72.931763
2022-01-24,CIBR,46.497852
2022-01-24,COPX,34.381264
2022-01-24,DIA,317.557404
2022-01-24,EEM,43.591148
2022-01-24,EFA,65.825874
2022-01-24,ESGU,93.545158
2022-01-24,EWJ,58.052086
2022-01-24,EWY,67.233612
2022-01-24,EWZ,21.492220
2022-01-24,FXI,33.847336
2022-01-24,GDX,29.857037
2022-01-24,GLD,172.029999
2022-01-24,IBB,128.277527
2022-01-24,ICLN,17.292431
2022-01-24,IEMG,52.106693
2022-01-24,IEUR,47.856777
2022-01-24,IJH,49.344276
2022-01-24,ILF,18.343037
2022-01-24,ITA,99.197304
2022-01-24,IVE,139.769302
2022-01-24,IVV,414.377014
2022-01-24,IVW,71.980789
2022-01-24,IWM,190.520340
2022-01-24,JPMB,35.333519
2022-01-24,MERVAL,372.124219
2022-01-24,MUB,100.428314
2022-01-24,PSQ,50.462109
2022-01-24,QQQ,343.692413
2022-01-24,RSP,142.855179
2022-01-24,SH,49.265545
2022-01-24,SLV,22.110001
2022-01-24,SMH,134.238205
2022-01-24,SPHQ,46.650326
2022-01-24,SPXL,109.171791
2022-01-24,SPY,413.853851
2022-01-24,TQQQ,27.392115
2022-01-24,URA,18.042078
2022-01-24,USO,60.110001
2022-01-24,VEA,42.690353
2022-01-24,VIG,147.884735
2022-01-24,VXX,379.519989
2022-01-24,XLB,38.440037
2022-01-24,XLC,69.363235
2022-01-24,XLE,26.867439
2022-01-24,XLF,35.450371
2022-01-24,XLI,95.038307
